Image;Height;Width;Length;Label
data/0/96_7_VẤN.jpg;64;62;3;VẤN
data/0/191_2_SAU.jpg;64;90;3;SAU
data/1/1659_4_TRUNG.jpg;64;133;5;TRUNG
data/0/5_15_ĂN.jpg;64;37;2;ĂN
data/0/948_0_BỒI.jpg;64;67;3;BỒI
data/1/1011_5_NHÀ.jpg;64;103;3;NHÀ
data/1/1436_2_48.jpg;64;62;2;48
data/0/496_0_BỘ.jpg;64;51;2;BỘ
data/1/1093_17_TRỤI.jpg;64;77;4;TRỤI
data/1/1684_8_QUẢ.jpg;64;91;3;QUẢ
data/1/1452_9_XUỐNG.jpg;64;86;5;XUỐNG
data/1/1687_0_BÁNH.jpg;64;79;4;BÁNH
data/0/789_11_DARIUS.jpg;64;102;6;DARIUS
data/0/992_5_PHẢI.jpg;64;66;4;PHẢI
data/0/331_4_CHẨN.jpg;64;74;4;CHẨN
data/0/720_2_NHA.jpg;64;70;3;NHA
data/1/1336_1_TIỀN.jpg;64;68;4;TIỀN
data/0/614_4_ĐẦU.jpg;64;103;3;ĐẦU
data/1/1334_5_PHÙ.jpg;64;58;3;PHÙ
data/0/257_8_BỘ.jpg;64;55;2;BỘ
data/1/1019_0_BÍ.jpg;64;51;2;BÍ
data/0/741_4_YAMATO.jpg;64;136;6;YAMATO
data/0/437_0_BẢN.jpg;64;84;3;BẢN
data/0/700_30_NHIỀU.jpg;64;62;5;NHIỀU
data/1/1681_0_BỘ.jpg;64;63;2;BỘ
data/0/875_4_LẠI.jpg;64;80;3;LẠI
data/1/1314_0_BÁO.jpg;64;82;3;BÁO
data/0/916_4_LÀ.jpg;64;35;2;LÀ
data/1/1906_2_HỌC.jpg;64;64;3;HỌC
data/0/179_0_BA.jpg;64;61;2;BA
data/1/1720_2_CHÔN.jpg;64;74;4;CHÔN
data/0/284_5_HẢI.jpg;64;51;3;HẢI
data/0/301_0_BỔ.jpg;64;44;2;BỔ
data/0/157_2_CÓ.jpg;64;67;2;CÓ
data/0/896_7_RẰNG.jpg;64;68;4;RẰNG
data/1/1472_5_RA.jpg;64;55;2;RA
data/0/836_30_CHƯƠNG.jpg;64;82;6;CHƯƠNG
data/1/1244_1_GUỐC.jpg;64;101;4;GUỐC
data/1/1478_2_CẢ.jpg;64;38;2;CẢ
data/1/1489_4_ĐỂ.jpg;64;71;2;ĐỂ
data/0/59_9_SUỐT.jpg;64;59;4;SUỐT
data/0/61_2_CHỦ.jpg;64;95;3;CHỦ
data/0/695_0_BỞI.jpg;64;50;3;BỞI
data/1/1962_11_KHÁCH.jpg;64;86;5;KHÁCH
data/0/649_2_VIÊN.jpg;64;91;4;VIÊN
data/0/864_11_TRIỂN.jpg;64;68;5;TRIỂN
data/0/589_4_THUYẾT.jpg;64;94;6;THUYẾT
data/0/996_0_BAN.jpg;64;73;3;BAN
data/0/834_1_GỒM.jpg;64;102;3;GỒM
data/0/794_5_NGHỆ.jpg;64;88;4;NGHỆ
data/0/34_1_CŨNG.jpg;64;82;4;CŨNG
data/0/211_6_NGHỀ.jpg;64;86;4;NGHỀ
data/0/725_1_CHƯỞNG.jpg;64;132;6;CHƯỞNG
data/0/431_6_PHẢI.jpg;64;52;4;PHẢI
data/1/1328_13_18.jpg;64;30;2;18
data/0/787_16_VIỆN.jpg;64;50;4;VIỆN
data/1/1442_25_ĐÚNG.jpg;64;44;4;ĐÚNG
data/1/1788_5_TIÊN.jpg;64;91;4;TIÊN
data/1/1291_9_BAO.jpg;64;52;3;BAO
data/0/656_4_BẢY.jpg;64;84;3;BẢY
data/1/1055_10_VÀ.jpg;64;45;2;VÀ
data/1/1196_1_MẤT.jpg;64;68;3;MẤT
data/0/341_0_BỜ.jpg;64;50;2;BỜ
data/1/1094_23_VŨ.jpg;64;34;2;VŨ
data/1/1146_1_HIỂU.jpg;64;67;4;HIỂU
data/1/1731_5_NGUYÊN.jpg;64;140;6;NGUYÊN
data/1/1880_5_CHO.jpg;64;81;3;CHO
data/0/814_0_81.jpg;64;49;2;81
data/0/728_3_THỜI.jpg;64;135;4;THỜI
data/1/1113_6_BẮC.jpg;64;52;3;BẮC
data/0/438_14_ĐIỆN.jpg;64;69;4;ĐIỆN
data/1/1341_23_TRONG.jpg;64;55;5;TRONG
data/0/484_10_KHÓI.jpg;64;103;4;KHÓI
data/0/222_0_BAO.jpg;64;72;3;BAO
data/0/95_1_THÍ.jpg;64;52;3;THÍ
data/0/521_10_ĐỂ.jpg;64;35;2;ĐỂ
data/0/734_25_AND.jpg;64;39;3;AND
data/0/201_6_SÁT.jpg;64;78;3;SÁT
data/1/1902_0_AN.jpg;64;59;2;AN
data/0/429_9_NĂM.jpg;64;84;3;NĂM
data/1/1516_9_LẠI.jpg;64;41;3;LẠI
data/0/433_1_CÓ.jpg;64;32;2;CÓ
data/1/1205_4_CÁC.jpg;64;51;3;CÁC
"data/0/988_0_""BÀI.jpg";64;108;4;"""BÀI"
data/1/1470_16_MẠNG.jpg;64;79;4;MẠNG
data/1/1935_3_ÔNG.jpg;64;57;3;ÔNG
data/1/1182_0_BLACKBURN.jpg;64;201;9;BLACKBURN
data/1/1655_4_MẠNG.jpg;64;51;4;MẠNG
data/0/898_20_VÀ.jpg;64;32;2;VÀ
data/0/306_2_NGƯ.jpg;64;53;3;NGƯ
data/1/1205_17_CHO.jpg;64;52;3;CHO
data/0/522_21_YẾU.jpg;64;39;3;YẾU
data/1/1498_17_CỦA.jpg;64;63;3;CỦA
data/1/1851_14_NHẤT.jpg;64;59;4;NHẤT
data/1/1251_2_HỘI.jpg;64;37;3;HỘI
data/1/1094_12_MANG.jpg;64;70;4;MANG
data/1/1234_2_LỘN.jpg;64;45;3;LỘN
data/1/1338_2_ÔNG.jpg;64;56;3;ÔNG
data/1/1529_7_HƯNG.jpg;64;76;4;HƯNG
data/0/651_12_DO.jpg;64;42;2;DO
data/1/1751_1_NGÀN.jpg;64;130;4;NGÀN
data/0/106_9_NHA.jpg;64;49;3;NHA
data/1/1414_17_KHÁC.jpg;64;65;4;KHÁC
data/1/1828_12_VĨNH.jpg;64;50;4;VĨNH
data/1/1664_6_TAY.jpg;64;63;3;TAY
data/0/638_8_BẰNG.jpg;64;63;4;BẰNG
data/0/531_3_CUỘC.jpg;64;47;4;CUỘC
data/0/466_14_NHẠC.jpg;64;83;4;NHẠC
data/0/868_13_QUẢ.jpg;64;56;3;QUẢ
data/0/370_12_VIÊN.jpg;64;96;4;VIÊN
data/1/1129_3_SỰ.jpg;64;47;2;SỰ
data/1/1544_19_TIÊU.jpg;64;100;4;TIÊU
data/0/643_6_CỘNG.jpg;64;60;4;CỘNG
data/0/800_14_NHẬT.jpg;64;67;4;NHẬT
data/1/1022_7_ĐẦU.jpg;64;69;3;ĐẦU
data/1/1488_1_ĐẠI.jpg;64;96;3;ĐẠI
data/1/1484_15_VÀ.jpg;64;38;2;VÀ
data/1/1899_4_THỂ.jpg;64;64;3;THỂ
data/0/521_5_TRIỆU.jpg;64;66;5;TRIỆU
data/0/815_5_NAM.jpg;64;82;3;NAM
data/1/1388_1_VÀ.jpg;64;40;2;VÀ
data/0/704_5_NỀN.jpg;64;56;3;NỀN
data/0/460_3_CŨNG.jpg;64;86;4;CŨNG
data/1/1496_5_VÀ.jpg;64;36;2;VÀ
data/0/89_5_GIẢI.jpg;64;79;4;GIẢI
data/1/1482_9_GIỚI.jpg;64;89;4;GIỚI
data/1/1565_5_MỘT.jpg;64;85;3;MỘT
data/0/627_24_ĐỘ.jpg;64;54;2;ĐỘ
data/0/859_1_MANG.jpg;64;84;4;MANG
data/0/197_32_TRÌNH.jpg;64;45;5;TRÌNH
data/0/537_3_MUỐI.jpg;64;81;4;MUỐI
data/0/464_4_BIỆT.jpg;64;71;4;BIỆT
data/1/1910_7_NHIỀU.jpg;64;128;5;NHIỀU
data/1/1485_6_HƯỚNG.jpg;64;110;5;HƯỚNG
data/1/1968_4_GIÁO.jpg;64;81;4;GIÁO
data/0/818_5_TOÀN.jpg;64;127;4;TOÀN
data/0/982_2_SINH.jpg;64;48;4;SINH
data/0/536_1_DƯỠNG.jpg;64;106;5;DƯỠNG
data/0/699_13_VIỆC.jpg;64;71;4;VIỆC
data/1/1832_19_.DEB.jpg;64;58;4;.DEB
data/0/633_8_NHỮNG.jpg;64;96;5;NHỮNG
data/1/1352_1_CHẤP.jpg;64;72;4;CHẤP
data/1/1972_4_CÓ.jpg;64;50;2;CÓ
data/1/1069_0_BẠC.jpg;64;89;3;BẠC
data/1/1571_1_NHÓM.jpg;64;140;4;NHÓM
data/1/1212_3_LỰC.jpg;64;58;3;LỰC
data/1/1200_9_BỘ.jpg;64;40;2;BỘ
data/0/516_0_144.000.jpg;64;115;7;144.000
data/1/1764_1_CÓ.jpg;64;57;2;CÓ
data/1/1503_4_NAM.jpg;64;151;3;NAM
data/1/1462_10_TRƯỞNG.jpg;64;209;6;TRƯỞNG
data/0/884_2_NGA.jpg;64;114;3;NGA
data/0/858_5_CỦA.jpg;64;55;3;CỦA
data/1/1013_5_ÂN.jpg;64;59;2;ÂN
data/1/1680_9_CÁC.jpg;64;65;3;CÁC
data/1/1275_3_ĐỊNH.jpg;64;74;4;ĐỊNH
data/1/1093_1_NGUỒN.jpg;64;125;5;NGUỒN
data/0/790_1_BÍ.jpg;64;56;2;BÍ
data/0/348_4_XANH.jpg;64;82;4;XANH
data/0/120_15_THI.jpg;64;49;3;THI
data/1/1529_9_HUYỆN.jpg;64;97;5;HUYỆN
data/1/1849_10_TRONG.jpg;64;135;5;TRONG
data/0/148_1_MỘ.jpg;64;57;2;MỘ
data/0/233_0_BẮC.jpg;64;64;3;BẮC
data/0/361_2_VÀ.jpg;64;53;2;VÀ
data/1/1838_0_BỞI.jpg;64;86;3;BỞI
data/0/375_11_NGOÀI.jpg;64;84;5;NGOÀI
data/0/659_3_CÒN.jpg;64;76;3;CÒN
data/1/1141_16_HƯU.jpg;64;82;3;HƯU
data/1/1134_0_31.jpg;64;69;2;31
data/0/513_0_BỘ.jpg;64;64;2;BỘ
data/1/1964_5_CỦA.jpg;64;60;3;CỦA
data/1/1878_11_ÁI.jpg;64;40;2;ÁI
data/1/1041_5_PHÂN.jpg;64;76;4;PHÂN
data/0/540_1_KẾT.jpg;64;75;3;KẾT
data/1/1296_6_SỞ.jpg;64;34;2;SỞ
data/0/398_4_XÃ.jpg;64;55;2;XÃ
data/0/247_9_MUỐN.jpg;64;76;4;MUỐN
data/0/460_6_BƯỚC.jpg;64;88;4;BƯỚC
data/0/530_1_SAO.jpg;64;85;3;SAO
data/0/932_1_ĐIỀU.jpg;64;88;4;ĐIỀU
data/0/710_1_HÒA.jpg;64;75;3;HÒA
data/0/659_5_SỰ.jpg;64;62;2;SỰ
data/0/571_7_THÂN.jpg;64;77;4;THÂN
data/0/441_14_ĐỘI.jpg;64;43;3;ĐỘI
data/1/1365_2_MỖI.jpg;64;53;3;MỖI
data/1/1945_1_CHẤP.jpg;64;52;4;CHẤP
data/1/1001_1_CỦA.jpg;64;100;3;CỦA
data/1/1087_0_BẮT.jpg;64;62;3;BẮT
data/0/673_1_TIÊM.jpg;64;124;4;TIÊM
data/0/856_12_ĐẦU.jpg;64;66;3;ĐẦU
data/0/581_6_NGÀY.jpg;64;106;4;NGÀY
data/1/1718_1_BOTHNIA.jpg;64;175;7;BOTHNIA
data/0/34_6_VĂN.jpg;64;60;3;VĂN
data/1/1370_6_TẠI.jpg;64;40;3;TẠI
data/1/1059_5_PHẠM.jpg;64;83;4;PHẠM
data/1/1120_7_NƠI.jpg;64;63;3;NƠI
data/1/1589_8_RA.jpg;64;43;2;RA
data/1/1365_1_VÌ.jpg;64;38;2;VÌ
data/0/41_2_KHÔNG.jpg;64;129;5;KHÔNG
data/1/1461_4_NOBEL.jpg;64;98;5;NOBEL
data/0/368_18_THUẬN.jpg;64;65;5;THUẬN
data/0/880_10_1869.jpg;64;113;4;1869
data/0/137_4_CHỖ.jpg;64;53;3;CHỖ
data/1/1566_1_MÁY.jpg;64;96;3;MÁY
data/0/712_1_PHÍA.jpg;64;74;4;PHÍA
data/0/41_1_TA.jpg;64;53;2;TA
data/1/1090_10_CHINH.jpg;64;61;5;CHINH
data/1/1123_1_LẠI.jpg;64;53;3;LẠI
data/1/1433_6_SỐ.jpg;64;48;2;SỐ
data/1/1914_23_SINH.jpg;64;49;4;SINH
data/0/249_9_THANH.jpg;64;85;5;THANH
data/1/1308_12_MỘT.jpg;64;49;3;MỘT
data/0/750_7_CỨU.jpg;64;53;3;CỨU
data/1/1505_22_XÂM.jpg;64;47;3;XÂM
data/1/1962_5_BÀY.jpg;64;59;3;BÀY
data/1/1469_3_DUY.jpg;64;53;3;DUY
data/0/212_6_VÀO.jpg;64;67;3;VÀO
data/1/1200_5_NGUYÊN.jpg;64;107;6;NGUYÊN
data/0/13_9_TẠI.jpg;64;43;3;TẠI
data/0/997_9_ĐỊA.jpg;64;94;3;ĐỊA
data/0/79_1_ĐẦU.jpg;64;64;3;ĐẦU
data/1/1683_5_ĐỘI.jpg;64;46;3;ĐỘI
data/0/700_23_TẦNG.jpg;64;44;4;TẦNG
data/1/1991_0_1000.jpg;64;92;4;1000
data/1/1625_4_BỘ.jpg;64;45;2;BỘ
"data/1/1914_0_""ẤY.jpg";64;41;3;"""ẤY"
data/0/435_21_FEDERER.jpg;64;78;7;FEDERER
data/0/609_15_THÁNG.jpg;64;127;5;THÁNG
data/0/547_10_HƯU.jpg;64;99;3;HƯU
data/1/1931_8_CỦA.jpg;64;50;3;CỦA
data/1/1449_0_7.jpg;64;30;1;7
data/0/526_6_BỊ.jpg;64;52;2;BỊ
data/1/1947_6_CƯỜNG.jpg;64;104;5;CƯỜNG
data/1/1597_3_VÀ.jpg;64;70;2;VÀ
data/0/639_6_NHÂN.jpg;64;59;4;NHÂN
data/1/1328_26_BIỆT.jpg;64;39;4;BIỆT
data/0/249_5_MỘT.jpg;64;63;3;MỘT
data/1/1723_11_TIẾP.jpg;64;83;4;TIẾP
data/1/1442_20_SỬ.jpg;64;23;2;SỬ
data/0/496_20_CỬU.jpg;64;76;3;CỬU
data/0/604_8_MIỄN.jpg;64;101;4;MIỄN
data/1/1714_0_2.jpg;64;32;1;2
data/1/1177_10_DIỆN.jpg;64;69;4;DIỆN
data/1/1600_15_KỲ.jpg;64;53;2;KỲ
data/1/1754_14_CAI.jpg;64;58;3;CAI
data/1/1691_8_TRÊN.jpg;64;93;4;TRÊN
data/1/1285_4_SỰ.jpg;64;43;2;SỰ
data/1/1729_4_ĐÁNH.jpg;64;87;4;ĐÁNH
data/0/502_6_TẠI.jpg;64;47;3;TẠI
data/0/812_16_ĐẾN.jpg;64;56;3;ĐẾN
data/1/1200_13_THỜI.jpg;64;62;4;THỜI
data/0/950_11_KHÔNG.jpg;64;122;5;KHÔNG
data/1/1563_3_KHẲNG.jpg;64;90;5;KHẲNG
data/1/1334_2_RA.jpg;64;49;2;RA
data/1/1161_6_DIỂU.jpg;64;56;4;DIỂU
data/0/507_4_GẮNG.jpg;64;115;4;GẮNG
data/0/385_3_CÁC.jpg;64;52;3;CÁC
data/1/1914_14_CÒN.jpg;64;42;3;CÒN
data/1/1791_25_QUỐC.jpg;64;89;4;QUỐC
data/0/106_11_VẬY.jpg;64;40;3;VẬY
data/1/1587_0_BỊ.jpg;64;65;2;BỊ
data/1/1403_3_CƠ.jpg;64;53;2;CƠ
data/0/830_0_BỘ.jpg;64;70;2;BỘ
data/0/982_19_MỘT.jpg;64;53;3;MỘT
data/1/1582_11_8.jpg;64;20;1;8
data/1/1608_1_GỒM.jpg;64;63;3;GỒM
data/0/811_9_Ở.jpg;64;43;1;Ở
data/0/817_18_HALÔGEN.jpg;64;166;7;HALÔGEN
data/1/1096_16_12.jpg;64;68;2;12
data/0/142_16_THỦ.jpg;64;63;3;THỦ
data/0/984_4_VIỆC.jpg;64;81;4;VIỆC
data/1/1583_6_THAM.jpg;64;134;4;THAM
data/1/1128_6_TRÍ.jpg;64;70;3;TRÍ
data/1/1923_11_VIỆT.jpg;64;73;4;VIỆT
data/1/1600_7_TÁC.jpg;64;71;3;TÁC
data/0/466_0_9.000.jpg;64;81;5;9.000
data/1/1237_13_HOA.jpg;64;65;3;HOA
data/1/1559_19_HAY.jpg;64;49;3;HAY
data/0/544_2_TRAO.jpg;64;87;4;TRAO
data/0/775_1_CÓ.jpg;64;42;2;CÓ
data/1/1475_12_CÙNG.jpg;64;54;4;CÙNG
data/1/1677_3_HÀNH.jpg;64;82;4;HÀNH
data/1/1808_18_ĐÃ.jpg;64;33;2;ĐÃ
data/0/134_4_QUỐC.jpg;64;58;4;QUỐC
data/1/1559_25_GIÁO.jpg;64;65;4;GIÁO
data/0/945_21_VỊ.jpg;64;18;2;VỊ
data/0/363_16_CÓ.jpg;64;34;2;CÓ
data/0/581_7_ĐÓ.jpg;64;57;2;ĐÓ
data/0/88_3_CỦA.jpg;64;58;3;CỦA
data/0/270_14_MINH.jpg;64;67;4;MINH
data/0/686_1_LỰC.jpg;64;59;3;LỰC
data/1/1690_5_VÀ.jpg;64;31;2;VÀ
data/1/1749_0_BỘT.jpg;64;49;3;BỘT
data/1/1148_4_SỬ.jpg;64;47;2;SỬ
data/1/1230_0_BẢNG.jpg;64;75;4;BẢNG
data/1/1106_6_ĐƯỢC.jpg;64;74;4;ĐƯỢC
data/0/589_10_BẢN.jpg;64;56;3;BẢN
data/0/953_13_GIẢI.jpg;64;81;4;GIẢI
data/0/553_2_TIẾP.jpg;64;53;4;TIẾP
data/1/1151_1_VÌ.jpg;64;41;2;VÌ
data/0/913_3_NĂM.jpg;64;96;3;NĂM
data/1/1204_22_CÁC.jpg;64;47;3;CÁC
data/0/859_9_CÙNG.jpg;64;70;4;CÙNG
data/0/735_1_NÓI.jpg;64;59;3;NÓI
data/1/1876_9_XEM.jpg;64;72;3;XEM
data/1/1921_4_PHÁP.jpg;64;81;4;PHÁP
data/0/358_1_ĐÁNH.jpg;64;113;4;ĐÁNH
data/1/1945_26_BÓNG.jpg;64;57;4;BÓNG
data/0/406_4_NAM.jpg;64;69;3;NAM
data/0/434_11_Ở.jpg;64;32;1;Ở
data/1/1791_2_ĐÂY.jpg;64;71;3;ĐÂY
data/1/1688_4_1845.jpg;64;121;4;1845
data/0/104_2_LÀ.jpg;64;57;2;LÀ
data/0/966_8_KÍCH.jpg;64;62;4;KÍCH
data/0/579_3_MỘT.jpg;64;76;3;MỘT
data/1/1492_3_NÓ.jpg;64;50;2;NÓ
data/1/1464_6_HOA.jpg;64;67;3;HOA
data/1/1074_6_CHỊU.jpg;64;76;4;CHỊU
data/0/9_17_MỌI.jpg;64;61;3;MỌI
data/1/1979_3_TRONG.jpg;64;89;5;TRONG
data/0/880_14_SÁRSFIELD.jpg;64;201;9;SÁRSFIELD
data/0/414_10_CHÚNG.jpg;64;54;5;CHÚNG
data/0/44_7_CỦA.jpg;64;41;3;CỦA
data/0/244_6_CŨNG.jpg;64;90;4;CŨNG
data/1/1279_17_ĐIỀU.jpg;64;116;4;ĐIỀU
data/0/193_8_ĐÃ.jpg;64;37;2;ĐÃ
data/1/1942_3_ANH.jpg;64;68;3;ANH
data/0/582_0_BÓNG.jpg;64;72;4;BÓNG
data/0/856_2_HOẠT.jpg;64;78;4;HOẠT
data/0/413_5_THỂ.jpg;64;92;3;THỂ
data/0/547_2_SAU.jpg;64;90;3;SAU
data/1/1142_1_XOAY.jpg;64;118;4;XOAY
data/0/859_13_ÂM.jpg;64;53;2;ÂM
data/0/922_21_THẬP.jpg;64;93;4;THẬP
data/1/1274_10_THÁNG.jpg;64;146;5;THÁNG
data/0/944_1_ĐẦU.jpg;64;56;3;ĐẦU
data/1/1905_17_LƯỢT.jpg;64;55;4;LƯỢT
data/1/1537_8_GIỮA.jpg;64;64;4;GIỮA
data/0/995_6_CỦA.jpg;64;56;3;CỦA
data/0/547_5_CHÍNH.jpg;64;142;5;CHÍNH
data/1/1094_8_HÌNH.jpg;64;58;4;HÌNH
data/0/912_15_ĐƠN.jpg;64;71;3;ĐƠN
data/0/993_10_MỘT.jpg;64;38;3;MỘT
data/0/12_1_CHẤT.jpg;64;76;4;CHẤT
data/1/1562_14_NGÀY.jpg;64;65;4;NGÀY
data/1/1873_3_SỬ.jpg;64;64;2;SỬ
data/0/800_11_SÁT.jpg;64;46;3;SÁT
data/0/28_20_TOÀN.jpg;64;120;4;TOÀN
data/1/1342_1_PHIM.jpg;64;108;4;PHIM
data/1/1697_4_ĐA.jpg;64;53;2;ĐA
data/1/1326_1_TƯỚC.jpg;64;114;4;TƯỚC
data/1/1065_5_CAO.jpg;64;75;3;CAO
data/0/890_8_ĐỒNG.jpg;64;74;4;ĐỒNG
data/0/878_0_BECKET.jpg;64;137;6;BECKET
data/1/1604_11_CÓ.jpg;64;54;2;CÓ
data/1/1314_10_MỖI.jpg;64;88;3;MỖI
data/0/626_2_VỚI.jpg;64;59;3;VỚI
data/0/490_3_MỤC.jpg;64;62;3;MỤC
data/1/1084_3_CẢ.jpg;64;28;2;CẢ
data/1/1973_0_1858.jpg;64;107;4;1858
data/0/765_7_THỪA.jpg;64;73;4;THỪA
data/1/1043_5_ĐẢNG.jpg;64;72;4;ĐẢNG
data/1/1732_11_XÃ.jpg;64;46;2;XÃ
data/0/665_3_NAM.jpg;64;91;3;NAM
data/0/324_10_SÁT.jpg;64;52;3;SÁT
data/0/407_11_NỔI.jpg;64;64;3;NỔI
data/0/152_11_HOAN.jpg;64;66;4;HOAN
data/0/70_5_NHẬT.jpg;64;77;4;NHẬT
data/1/1575_7_MINH.jpg;64;113;4;MINH
data/1/1486_2_MÁY.jpg;64;65;3;MÁY
data/0/263_9_VIỆT.jpg;64;67;4;VIỆT
data/0/967_8_LỚN.jpg;64;66;3;LỚN
data/1/1578_1_CHỈ.jpg;64;49;3;CHỈ
data/0/706_8_CUỘC.jpg;64;142;4;CUỘC
data/1/1115_0_BIÊN.jpg;64;94;4;BIÊN
data/0/155_13_TẢI.jpg;64;38;3;TẢI
data/1/1694_0_BỊ.jpg;64;41;2;BỊ
data/1/1059_12_ĐỜI.jpg;64;58;3;ĐỜI
data/0/371_9_TRONG.jpg;64;69;5;TRONG
data/0/359_25_TRONG.jpg;64;56;5;TRONG
data/1/1934_1_LIÊN.jpg;64;48;4;LIÊN
data/1/1874_0_AN.jpg;64;62;2;AN
data/1/1974_14_SỐNG.jpg;64;101;4;SỐNG
data/0/800_6_HAI.jpg;64;50;3;HAI
data/0/547_1_THÁNG.jpg;64;139;5;THÁNG
data/1/1464_5_NÊN.jpg;64;58;3;NÊN
data/1/1985_1_BỎ.jpg;64;49;2;BỎ
data/0/609_37_VÀ.jpg;64;56;2;VÀ
data/1/1486_14_NHỚ.jpg;64;66;3;NHỚ
data/1/1421_23_NHẤT.jpg;64;56;4;NHẤT
data/1/1658_2_VAI.jpg;64;65;3;VAI
data/0/751_7_KM.jpg;64;55;2;KM
data/1/1163_20_TRIỂN.jpg;64;55;5;TRIỂN
data/0/80_6_TỘI.jpg;64;42;3;TỘI
data/1/1473_21_VỚI.jpg;64;39;3;VỚI
data/0/602_8_CỦA.jpg;64;55;3;CỦA
data/1/1510_3_THÀNH.jpg;64;64;5;THÀNH
data/1/1781_12_GIÀU.jpg;64;108;4;GIÀU
data/0/815_1_HUYỆN.jpg;64;108;5;HUYỆN
data/0/994_6_NƠI.jpg;64;49;3;NƠI
data/0/838_19_BÌNH.jpg;64;57;4;BÌNH
data/1/1279_11_LIÊN.jpg;64;109;4;LIÊN
data/0/88_1_MẸ.jpg;64;48;2;MẸ
data/1/1422_1_LÀ.jpg;64;38;2;LÀ
data/0/693_6_BIẾN.jpg;64;47;4;BIẾN
data/1/1832_17_CÁC.jpg;64;48;3;CÁC
data/1/1784_16_PHẢI.jpg;64;96;4;PHẢI
data/0/982_10_BÀI.jpg;64;36;3;BÀI
data/1/1496_15_NHẬT.jpg;64;61;4;NHẬT
data/1/1421_2_BÓNG.jpg;64;61;4;BÓNG
data/0/522_6_PHƯƠNG.jpg;64;82;6;PHƯƠNG
data/1/1340_6_GIẢI.jpg;64;74;4;GIẢI
data/0/827_6_S.jpg;64;39;1;S
data/1/1092_8_ÂU.jpg;64;41;2;ÂU
data/0/418_0_ANH.jpg;64;66;3;ANH
data/1/1024_3_THÀNH.jpg;64;118;5;THÀNH
data/0/817_15_BO.jpg;64;63;2;BO
data/1/1450_9_CÒN.jpg;64;63;3;CÒN
data/0/849_8_MORGANA.jpg;64;170;7;MORGANA
data/0/936_2_LÀN.jpg;64;51;3;LÀN
data/0/996_4_CHOÁNG.jpg;64;148;6;CHOÁNG
data/0/235_12_1.8.jpg;64;39;3;1.8
data/0/393_0_4.jpg;64;27;1;4
data/0/375_10_NƯỚC.jpg;64;85;4;NƯỚC
data/0/639_3_CÁC.jpg;64;39;3;CÁC
data/0/679_16_GIA.jpg;64;73;3;GIA
data/0/331_12_TRIỆU.jpg;64;71;5;TRIỆU
data/0/217_6_BỌN.jpg;64;62;3;BỌN
data/0/702_2_NGOẠI.jpg;64;128;5;NGOẠI
data/0/25_3_PHẦN.jpg;64;65;4;PHẦN
data/1/1290_1_THỪA.jpg;64;99;4;THỪA
data/0/540_7_49.jpg;64;64;2;49
data/1/1983_2_CHÓNG.jpg;64;115;5;CHÓNG
data/1/1380_23_ĐƯƠNG.jpg;64;67;5;ĐƯƠNG
data/1/1421_9_GIẢI.jpg;64;50;4;GIẢI
data/0/461_16_HÀNH.jpg;64;104;4;HÀNH
data/0/142_25_VÀ.jpg;64;55;2;VÀ
data/0/309_13_ĐỂ.jpg;64;38;2;ĐỂ
data/1/1230_11_BỐ.jpg;64;45;2;BỐ
data/0/203_8_VÀ.jpg;64;41;2;VÀ
data/0/801_2_VỚI.jpg;64;72;3;VỚI
data/1/1172_6_CHỦ.jpg;64;73;3;CHỦ
data/0/397_1_HÁT.jpg;64;61;3;HÁT
data/0/480_7_DÂN.jpg;64;77;3;DÂN
data/1/1934_22_Ở.jpg;64;22;1;Ở
data/1/1026_2_VÀ.jpg;64;55;2;VÀ
data/0/614_5_CỦA.jpg;64;96;3;CỦA
data/1/1217_0_52.jpg;64;55;2;52
data/1/1791_16_NHẤT.jpg;64;80;4;NHẤT
data/1/1631_8_LƯỢNG.jpg;64;101;5;LƯỢNG
data/1/1770_1_LIÊN.jpg;64;62;4;LIÊN
data/0/280_0_BẮC.jpg;64;70;3;BẮC
data/0/902_4_CỤ.jpg;64;66;2;CỤ
data/1/1856_13_TRÊN.jpg;64;78;4;TRÊN
data/0/779_1_HỌ.jpg;64;58;2;HỌ
data/0/606_7_CHÍNH.jpg;64;74;5;CHÍNH
data/0/622_5_ĐỘNG.jpg;64;88;4;ĐỘNG
data/1/1528_12_VÀ.jpg;64;61;2;VÀ
data/1/1575_14_TRÍCH.jpg;64;125;5;TRÍCH
data/0/57_7_MỤC.jpg;64;98;3;MỤC
data/1/1875_22_ỦY.jpg;64;31;2;ỦY
data/0/933_4_THUẬN.jpg;64;115;5;THUẬN
data/1/1810_1_ĐÃ.jpg;64;39;2;ĐÃ
data/0/566_0_ASSER.jpg;64;82;5;ASSER
data/1/1821_3_QUÂN.jpg;64;101;4;QUÂN
data/0/230_1_PHÒNG.jpg;64;158;5;PHÒNG
data/0/441_2_TUYỂN.jpg;64;62;5;TUYỂN
data/1/1292_2_TÁ.jpg;64;62;2;TÁ
data/1/1382_18_VỀ.jpg;64;34;2;VỀ
data/1/1188_22_ĐÃ.jpg;64;26;2;ĐÃ
data/1/1489_8_HÀNH.jpg;64;132;4;HÀNH
data/0/65_12_VÀO.jpg;64;46;3;VÀO
data/1/1304_1_CÔN.jpg;64;80;3;CÔN
data/1/1470_15_CÁCH.jpg;64;66;4;CÁCH
